Come from Fsharp
2014-02-21 12:39:39 200 accounts make orders to TraderServer, cost time: max=320.0407, min=15.0019, average=53.939346, total=10787.8692
2014-02-21 12:40:19 200 accounts make orders to TraderServer, cost time: max=197.5251, min=14.5019, average=41.077716, total=8215.5432
2014-02-21 12:40:59 200 accounts make orders to TraderServer, cost time: max=161.0205, min=14.5018, average=42.7204235, total=8544.0847
2014-02-21 12:41:39 200 accounts make orders to TraderServer, cost time: max=384.0488, min=15.5019, average=62.482938, total=12496.5876
2014-02-21 12:42:19 200 accounts make orders to TraderServer, cost time: max=149.5189, min=13.5017, average=44.358134, total=8871.6268
2014-02-21 12:42:59 200 accounts make orders to TraderServer, cost time: max=125.0159, min=14.0017, average=40.122593, total=8024.5186
2014-02-21 12:43:39 200 accounts make orders to TraderServer, cost time: max=160.5204, min=13.5017, average=38.0723345, total=7614.4669
2014-02-21 12:44:19 200 accounts make orders to TraderServer, cost time: max=237.5302, min=13.0017, average=46.5159025, total=9303.1805
2014-02-21 12:44:59 200 accounts make orders to TraderServer, cost time: max=113.5144, min=13.5018, average=42.4653935, total=8493.0787
2014-02-21 12:45:39 200 accounts make orders to TraderServer, cost time: max=253.5322, min=14.0018, average=45.8383195, total=9167.6639
2014-02-21 12:46:19 200 accounts make orders to TraderServer, cost time: max=192.5244, min=13.5017, average=41.7853055, total=8357.0611
2014-02-21 12:46:59 200 accounts make orders to TraderServer, cost time: max=313.0397, min=14.0018, average=55.1720015, total=11034.4003
2014-02-21 12:47:39 200 accounts make orders to TraderServer, cost time: max=490.0622, min=14.5018, average=57.782338, total=11556.4676
2014-02-21 12:48:19 200 accounts make orders to TraderServer, cost time: max=139.0177, min=13.0017, average=41.4002585, total=8280.0517
2014-02-21 12:48:59 200 accounts make orders to TraderServer, cost time: max=439.0557, min=14.0018, average=62.5454420000001, total=12509.0884
2014-02-21 12:49:39 200 accounts make orders to TraderServer, cost time: max=172.0218, min=14.0018, average=40.585148, total=8117.0296
2014-02-21 12:50:19 200 accounts make orders to TraderServer, cost time: max=140.5179, min=13.5017, average=38.3673745, total=7673.4749
2014-02-21 12:50:59 200 accounts make orders to TraderServer, cost time: max=252.5321, min=14.0018, average=50.9414685, total=10188.2937
2014-02-21 12:51:39 200 accounts make orders to TraderServer, cost time: max=214.0272, min=15.002, average=50.4089055, total=10081.7811
2014-02-21 12:52:19 200 accounts make orders to TraderServer, cost time: max=191.5243, min=15.502, average=45.3532605, total=9070.6521
2014-02-21 12:52:59 200 accounts make orders to TraderServer, cost time: max=263.0334, min=15.5019, average=51.061487, total=10212.2974
2014-02-21 12:53:39 200 accounts make orders to TraderServer, cost time: max=147.5188, min=15.5019, average=40.252612, total=8050.5224
2014-02-21 12:54:19 200 accounts make orders to TraderServer, cost time: max=700.0889, min=15.0019, average=51.0714805, total=10214.2961
2014-02-21 12:54:59 200 accounts make orders to TraderServer, cost time: max=244.5311, min=14.5018, average=52.041615, total=10408.323
2014-02-21 12:55:39 200 accounts make orders to TraderServer, cost time: max=205.026, min=14.5019, average=45.1932385, total=9038.6477
2014-02-21 12:56:19 200 accounts make orders to TraderServer, cost time: max=202.0256, min=14.5018, average=54.974482, total=10994.8964
2014-02-21 12:56:59 200 accounts make orders to TraderServer, cost time: max=92.0117, min=14.5018, average=35.0219455, total=7004.3891
2014-02-21 12:57:39 200 accounts make orders to TraderServer, cost time: max=143.0181, min=14.0018, average=45.6182935, total=9123.65870000001
2014-02-21 12:58:19 200 accounts make orders to TraderServer, cost time: max=546.5694, min=14.5018, average=88.2362065, total=17647.2413
2014-02-21 12:58:59 200 accounts make orders to TraderServer, cost time: max=224.0284, min=16.002, average=46.8934505, total=9378.6901
2014-02-21 12:59:39 200 accounts make orders to TraderServer, cost time: max=171.0217, min=15.0019, average=41.5227745, total=8304.5549
2014-02-21 13:00:19 200 accounts make orders to TraderServer, cost time: max=172.0218, min=14.0017, average=44.3756325, total=8875.1265
2014-02-21 13:00:59 200 accounts make orders to TraderServer, cost time: max=509.5647, min=15.5019, average=63.7530975, total=12750.6195
2014-02-21 13:01:39 200 accounts make orders to TraderServer, cost time: max=175.5222, min=14.0017, average=47.9235815, total=9584.71630000001
2014-02-21 13:02:19 200 accounts make orders to TraderServer, cost time: max=266.0338, min=14.5018, average=42.2153595, total=8443.0719
2014-02-21 13:02:59 200 accounts make orders to TraderServer, cost time: max=195.5248, min=14.5018, average=34.33686, total=6867.372
2014-02-21 13:03:39 200 accounts make orders to TraderServer, cost time: max=133.0169, min=14.0018, average=43.3455035, total=8669.1007
2014-02-21 13:04:19 200 accounts make orders to TraderServer, cost time: max=265.0336, min=15.0019, average=46.055846, total=9211.1692
2014-02-21 13:04:59 200 accounts make orders to TraderServer, cost time: max=211.5269, min=12.5016, average=42.36038, total=8472.076
2014-02-21 13:05:39 200 accounts make orders to TraderServer, cost time: max=189.5241, min=15.0019, average=41.747802, total=8349.5604
2014-02-21 13:06:19 200 accounts make orders to TraderServer, cost time: max=140.5178, min=14.0018, average=39.4600145, total=7892.0029
2014-02-21 13:06:59 200 accounts make orders to TraderServer, cost time: max=143.5182, min=14.5019, average=37.7797975, total=7555.9595
2014-02-21 13:07:39 200 accounts make orders to TraderServer, cost time: max=539.5685, min=15.0019, average=114.672064, total=22934.4128
2014-02-21 13:08:19 200 accounts make orders to TraderServer, cost time: max=186.0236, min=14.5019, average=42.0053315, total=8401.0663
2014-02-21 13:08:59 200 accounts make orders to TraderServer, cost time: max=187.5238, min=14.5019, average=42.20036, total=8440.072
2014-02-21 13:09:39 200 accounts make orders to TraderServer, cost time: max=246.0312, min=14.0018, average=40.10759, total=8021.518
2014-02-21 13:10:19 200 accounts make orders to TraderServer, cost time: max=205.0261, min=14.0018, average=35.6970375, total=7139.4075
2014-02-21 13:10:59 200 accounts make orders to TraderServer, cost time: max=151.0192, min=14.5018, average=40.4151305, total=8083.0261
2014-02-21 13:11:39 200 accounts make orders to TraderServer, cost time: max=130.5166, min=14.5018, average=34.9044305, total=6980.8861
2014-02-21 13:12:19 200 accounts make orders to TraderServer, cost time: max=125.5159, min=16.002, average=43.565526, total=8713.10520000001
2014-02-21 13:12:59 200 accounts make orders to TraderServer, cost time: max=269.0342, min=13.5017, average=40.2826125, total=8056.5225
2014-02-21 13:13:39 200 accounts make orders to TraderServer, cost time: max=303.0385, min=13.5017, average=46.505904, total=9301.1808
2014-02-21 13:14:19 200 accounts make orders to TraderServer, cost time: max=230.5293, min=15.5019, average=42.4728905, total=8494.57810000001
2014-02-21 13:14:59 200 accounts make orders to TraderServer, cost time: max=244.531, min=14.0017, average=45.428269, total=9085.6538
2014-02-21 13:15:39 200 accounts make orders to TraderServer, cost time: max=271.0344, min=14.5018, average=44.3581275, total=8871.6255
2014-02-21 13:16:19 200 accounts make orders to TraderServer, cost time: max=161.5206, min=14.0018, average=40.110096, total=8022.0192
2014-02-21 13:16:59 200 accounts make orders to TraderServer, cost time: max=1047.6331, min=14.0018, average=64.8707345, total=12974.1469
2014-02-21 13:17:39 200 accounts make orders to TraderServer, cost time: max=201.0255, min=13.5017, average=40.615154, total=8123.0308
2014-02-21 13:18:19 200 accounts make orders to TraderServer, cost time: max=194.0246, min=15.0019, average=39.462507, total=7892.50140000001
2014-02-21 13:18:59 200 accounts make orders to TraderServer, cost time: max=141.518, min=15.0019, average=41.850313, total=8370.0626
2014-02-21 13:19:39 200 accounts make orders to TraderServer, cost time: max=303.5386, min=14.5018, average=46.3808935, total=9276.1787
2014-02-21 13:20:19 200 accounts make orders to TraderServer, cost time: max=275.535, min=14.0018, average=49.563794, total=9912.75880000001
2014-02-21 13:20:59 200 accounts make orders to TraderServer, cost time: max=306.5389, min=14.5019, average=55.9996075, total=11199.9215
2014-02-21 13:21:39 200 accounts make orders to TraderServer, cost time: max=671.5853, min=13.0017, average=42.420388, total=8484.0776
2014-02-21 13:22:19 199 accounts make orders to TraderServer, cost time: max=121.5154, min=14.0017, average=37.3967, total=7441.9433
2014-02-21 13:22:59 199 accounts make orders to TraderServer, cost time: max=234.5297, min=14.0018, average=43.3648025125628, total=8629.5957
2014-02-21 13:23:39 199 accounts make orders to TraderServer, cost time: max=150.019, min=13.5017, average=39.6005010050251, total=7880.4997
2014-02-21 13:24:19 199 accounts make orders to TraderServer, cost time: max=197.5251, min=13.5017, average=46.4430819095478, total=9242.1733
2014-02-21 13:24:59 199 accounts make orders to TraderServer, cost time: max=177.5226, min=12.5016, average=41.0881301507538, total=8176.5379
2014-02-21 13:25:39 199 accounts make orders to TraderServer, cost time: max=131.5167, min=15.0019, average=36.5925879396985, total=7281.925
2014-02-21 13:26:19 200 accounts make orders to TraderServer, cost time: max=167.0212, min=14.0018, average=39.342499, total=7868.4998
2014-02-21 13:26:59 200 accounts make orders to TraderServer, cost time: max=204.526, min=14.5018, average=43.495524, total=8699.1048
2014-02-21 13:27:39 200 accounts make orders to TraderServer, cost time: max=154.5196, min=13.0017, average=35.822047, total=7164.4094
2014-02-21 13:28:19 200 accounts make orders to TraderServer, cost time: max=139.0176, min=13.5018, average=36.3721175, total=7274.4235
2014-02-21 13:28:59 200 accounts make orders to TraderServer, cost time: max=134.5171, min=14.0017, average=38.332365, total=7666.473
2014-02-21 13:29:39 200 accounts make orders to TraderServer, cost time: max=223.0283, min=15.0019, average=47.7935675, total=9558.7135
2014-02-21 13:30:19 200 accounts make orders to TraderServer, cost time: max=209.0266, min=13.5017, average=38.362374, total=7672.4748
2014-02-21 13:30:59 200 accounts make orders to TraderServer, cost time: max=146.5186, min=13.5017, average=38.0023245, total=7600.4649
2014-02-21 13:31:39 198 accounts make orders to TraderServer, cost time: max=266.0337, min=15.0019, average=38.7625005050505, total=7674.9751
2014-02-21 13:32:19 199 accounts make orders to TraderServer, cost time: max=219.0278, min=14.0018, average=37.6982547738694, total=7501.9527
2014-02-21 13:32:59 199 accounts make orders to TraderServer, cost time: max=167.0213, min=13.5017, average=37.1655256281407, total=7395.9396
2014-02-21 13:33:39 199 accounts make orders to TraderServer, cost time: max=213.027, min=12.5016, average=42.5807804020101, total=8473.5753
2014-02-21 13:34:19 193 accounts make orders to TraderServer, cost time: max=310.0393, min=13.5017, average=52.1154305699482, total=10058.2781
2014-02-21 13:34:59 198 accounts make orders to TraderServer, cost time: max=793.6008, min=14.0018, average=55.5247338383838, total=10993.8973
2014-02-21 13:35:39 200 accounts make orders to TraderServer, cost time: max=109.0139, min=14.0017, average=32.8716725, total=6574.3345
